car_age,km_driven,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner,Actual_Price,Predicted_Price,Prediction_Error,Absolute_Error
12,150000,True,False,False,False,True,False,True,False,False,False,False,300000,409699.99,-109699.98999999999,109699.98999999999
11,30500,False,False,False,True,False,False,False,False,True,False,False,395000,447946.62666666665,-52946.62666666665,52946.62666666665
7,20000,True,False,False,False,True,False,True,False,False,False,False,650000,892856.4697549018,-242856.46975490183,242856.46975490183
10,60000,False,False,False,True,True,False,True,False,False,False,False,245000,371335.4761904761,-126335.4761904761,126335.4761904761
9,31489,False,False,False,True,True,False,True,False,False,False,False,300000,379109.1159368157,-79109.11593681568,79109.11593681568
9,13500,True,False,False,False,True,False,True,False,False,False,False,825000,824800.0,200.0,200.0
11,25000,False,False,False,True,True,False,True,False,False,False,False,850000,483458.43628593633,366541.56371406367,366541.56371406367
23,120000,True,False,False,False,True,False,True,False,True,False,False,50000,103125.0,-53125.0,53125.0
12,90000,False,False,False,True,True,False,True,False,True,False,False,350000,229301.66666666663,120698.33333333337,120698.33333333337
16,110000,True,False,False,False,True,False,True,True,False,False,False,320000,224345.8333333333,95654.16666666669,95654.16666666669
11,128000,True,False,False,False,True,False,True,False,False,False,False,940000,427197.5,512802.5,512802.5
12,90000,True,False,False,False,True,False,True,False,False,False,False,291000,425899.830763098,-134899.83076309803,134899.83076309803
8,12500,False,False,False,True,True,False,True,False,False,False,False,850000,483583.7466666667,366416.2533333333,366416.2533333333
11,113600,True,False,False,False,True,False,True,False,False,False,False,550000,495066.7316017316,54933.26839826838,54933.26839826838
18,100000,True,False,False,False,True,False,True,False,False,False,False,155000,207596.6366666667,-52596.63666666669,52596.63666666669
10,52600,True,False,False,False,True,False,True,False,False,False,False,535000,535000.0,0.0,0.0
27,100000,False,False,False,True,True,False,True,False,True,False,False,50000,61661.66666666667,-11661.666666666672,11661.666666666672
16,40000,False,False,False,True,True,False,True,False,True,False,False,150000,184957.2023809524,-34957.202380952396,34957.202380952396
19,114000,False,False,False,True,True,False,True,False,True,False,False,75000,122324.27453102452,-47324.27453102452,47324.27453102452
16,70000,False,False,False,True,True,False,True,False,True,False,False,114999,271193.6735231435,-156194.67352314352,156194.67352314352
12,75000,True,False,False,False,True,False,True,False,True,False,False,525000,504975.2152380952,20024.784761904797,20024.784761904797
9,70000,True,False,False,False,True,False,True,False,False,False,False,675000,662034.642857143,12965.357142857043,12965.357142857043
21,60000,False,False,False,True,True,False,True,False,True,False,False,70000,90414.02777777778,-20414.02777777778,20414.02777777778
12,40000,False,False,False,True,True,False,True,False,False,False,False,425000,196641.76152597403,228358.23847402597,228358.23847402597
19,58000,False,False,False,True,False,False,True,False,True,False,False,80000,109641.66666666666,-29641.666666666657,29641.666666666657
12,155000,True,False,False,False,True,False,True,False,False,False,False,420000,437199.92,-17199.919999999984,17199.919999999984
13,69000,True,False,False,False,True,False,True,False,False,False,False,660000,247842.632034632,412157.367965368,412157.367965368
20,96000,False,False,False,True,True,False,True,False,True,False,False,75000,92040.59523809522,-17040.595238095222,17040.595238095222
21,20000,False,False,False,True,True,False,True,False,True,False,False,120000,86960.0,33040.0,33040.0
11,128000,True,False,False,False,True,False,True,False,False,False,False,940000,427197.5,512802.5,512802.5
13,78000,True,False,False,False,False,False,True,False,False,False,False,225000,400675.23809523805,-175675.23809523805,175675.23809523805
9,25000,False,False,False,True,True,False,True,False,False,False,False,350000,481515.2281453633,-131515.22814536327,131515.22814536327
10,35000,True,False,False,False,True,False,True,False,False,False,False,700000,751701.829004329,-51701.82900432905,51701.82900432905
15,90000,True,False,False,False,True,False,False,False,True,False,False,1000000,767590.0,232410.0,232410.0
8,10000,False,False,False,True,True,False,True,False,False,False,False,500000,464841.88215678744,35158.11784321256,35158.11784321256
23,35000,True,False,False,False,True,False,True,False,True,False,False,55000,179400.0,-124400.0,124400.0
15,235000,True,False,False,False,True,False,False,False,False,False,False,450000,587870.0,-137870.0,137870.0
20,100000,True,False,False,False,True,False,True,False,True,False,False,115999,116900.84666666666,-901.8466666666645,901.8466666666645
7,16000,False,False,False,True,True,False,True,False,False,False,False,700000,644209.7681485182,55790.23185148183,55790.23185148183
17,178000,True,False,False,False,True,False,True,False,True,False,False,300000,316000.0,-16000.0,16000.0
14,85962,False,False,False,True,False,False,True,False,True,False,False,300000,339776.82333333336,-39776.82333333336,39776.82333333336
13,80000,True,False,False,False,True,False,True,True,False,False,False,250000,339979.53607649595,-89979.53607649595,89979.53607649595
14,54000,False,False,False,True,False,False,True,False,False,False,False,235000,251712.13,-16712.130000000005,16712.130000000005
11,60000,False,False,False,True,True,False,True,False,True,False,False,190000,297277.5,-107277.5,107277.5
12,60000,False,False,False,True,True,False,True,True,False,False,False,229999,397134.10173160175,-167135.10173160175,167135.10173160175
11,63240,True,False,False,False,False,True,True,False,False,False,False,575000,509910.0,65090.0,65090.0
8,6000,False,False,False,True,True,False,True,False,False,False,False,450000,401313.9260714285,48686.07392857148,48686.07392857148
14,90000,False,False,False,True,True,False,True,False,False,False,False,350000,205542.2222222222,144457.7777777778,144457.7777777778
12,44416,False,False,False,True,False,False,True,False,False,False,False,140000,284928.3333333333,-144928.3333333333,144928.3333333333
16,100000,False,False,False,True,True,False,True,True,False,False,False,165000,172900.0,-7900.0,7900.0
14,140000,True,False,False,False,True,False,True,False,True,False,False,320000,249550.0,70450.0,70450.0
16,60000,False,False,False,True,True,False,True,False,True,False,False,99000,194409.0674603175,-95409.06746031751,95409.06746031751
13,50000,False,False,False,True,True,False,True,False,False,False,False,380000,325425.57858807856,54574.421411921445,54574.421411921445
14,80000,True,False,False,False,True,False,True,False,True,False,False,415000,358061.5550625846,56938.44493741542,56938.44493741542
10,11958,False,False,False,True,False,False,True,False,False,False,False,495000,521919.98,-26919.97999999998,26919.97999999998
14,52000,True,False,False,False,False,False,True,False,False,False,False,385000,385000.0,0.0,0.0
9,23000,False,False,False,True,False,False,False,False,False,False,False,1035000,621076.7188167388,413923.2811832612,413923.2811832612
12,37516,True,False,False,False,True,False,True,False,False,False,False,346000,422144.9876666667,-76144.98766666668,76144.98766666668
7,10000,True,False,False,False,True,False,True,False,False,False,False,950000,984695.8333333333,-34695.833333333256,34695.833333333256
14,55766,False,False,False,True,True,False,True,False,True,False,False,150000,199895.1587301587,-49895.1587301587,49895.1587301587
13,60000,False,False,False,True,True,False,True,False,False,False,False,200000,257984.16666666663,-57984.16666666663,57984.16666666663
9,10000,False,False,False,True,True,False,True,False,False,False,False,350000,492076.3888888889,-142076.38888888888,142076.38888888888
17,48000,False,False,False,True,True,False,True,False,False,False,False,250000,231377.97030303034,18622.029696969665,18622.029696969665
14,50000,False,False,False,True,True,False,True,False,True,False,False,430000,199684.76190476186,230315.23809523814,230315.23809523814
17,109000,True,False,False,False,True,False,True,False,True,False,False,210000,209759.83213389388,240.16786610611598,240.16786610611598
15,60000,False,False,False,True,True,False,True,False,True,False,False,140000,115111.66266666666,24888.337333333344,24888.337333333344
14,120000,True,False,False,False,True,False,True,False,True,False,False,550000,414018.6481573981,135981.3518426019,135981.3518426019
9,50000,True,False,False,False,True,False,True,False,True,False,False,700000,496561.4285714285,203438.57142857148,203438.57142857148
12,55000,False,False,False,True,False,False,True,False,False,False,False,265000,285940.0,-20940.0,20940.0
21,100000,False,False,False,True,True,False,True,False,False,False,True,100000,104200.95238095237,-4200.952380952367,4200.952380952367
16,60000,False,False,False,True,True,False,True,False,True,False,False,210000,194409.0674603175,15590.932539682486,15590.932539682486
9,23000,False,False,False,True,True,False,True,False,False,False,False,650000,408197.4423809524,241802.55761904758,241802.55761904758
20,132000,False,False,False,True,True,False,True,False,False,False,False,165000,86951.66666666669,78048.33333333331,78048.33333333331
9,10000,False,False,False,True,True,False,False,False,False,False,False,1100000,946302.5,153697.5,153697.5
14,12000,False,False,False,True,True,False,True,False,False,False,False,155000,403466.44666666666,-248466.44666666666,248466.44666666666
12,101504,True,False,False,False,False,False,True,False,False,False,False,750000,480649.99999999994,269350.00000000006,269350.00000000006
10,43700,False,False,False,True,True,False,True,False,False,False,False,220000,280757.32111111115,-60757.321111111145,60757.321111111145
11,55340,False,False,False,True,False,True,True,False,False,False,False,760000,760000.0,0.0,0.0
14,100000,False,False,False,True,True,False,True,False,True,False,False,300000,238177.53463203463,61822.46536796537,61822.46536796537
8,10200,False,False,False,True,False,False,True,False,False,False,False,401000,476545.89602272725,-75545.89602272725,75545.89602272725
16,38000,False,False,False,True,False,False,True,False,False,False,False,190000,199715.55555555556,-9715.555555555562,9715.555555555562
13,1000,True,False,False,False,False,False,True,False,True,False,False,450000,450000.0,0.0,0.0
19,81366,False,False,False,True,True,False,True,False,False,False,False,120000,115233.33333333331,4766.666666666686,4766.666666666686
10,35000,True,False,False,False,True,False,True,False,False,False,False,430000,751701.829004329,-321701.82900432905,321701.82900432905
20,124439,False,False,False,True,True,False,True,False,True,False,False,65000,97165.35714285714,-32165.357142857145,32165.357142857145
9,50000,True,False,False,False,True,False,True,False,False,False,False,700000,728548.3784246584,-28548.37842465844,28548.37842465844
14,80000,False,False,False,True,True,False,True,False,False,False,False,150000,191675.47619047615,-41675.476190476154,41675.476190476154
13,45241,False,False,False,True,False,False,True,False,False,False,False,495000,336300.0,158700.0,158700.0
8,15000,True,False,False,False,True,False,True,False,False,False,False,720000,1053553.3333333335,-333553.3333333335,333553.3333333335
11,66521,False,False,False,True,False,True,True,False,False,False,False,775000,882250.0,-107250.0,107250.0
20,80000,False,False,False,True,True,False,False,False,False,False,True,225000,171300.0,53700.0,53700.0
12,100000,True,False,False,False,True,False,True,False,True,False,False,550000,537536.6883116883,12463.311688311747,12463.311688311747
21,34000,False,False,False,True,False,False,True,False,False,False,False,125000,111420.0,13580.0,13580.0
12,55850,True,False,False,False,False,False,True,False,False,False,False,455000,467109.74,-12109.73999999999,12109.73999999999
16,30000,False,False,False,True,True,False,True,False,False,False,False,140000,205416.66666666663,-65416.66666666663,65416.66666666663
14,170000,True,False,False,False,True,False,True,False,False,False,False,600000,362656.6666666666,237343.33333333337,237343.33333333337
9,43608,False,False,False,True,False,True,True,False,False,False,False,585000,670099.98,-85099.97999999998,85099.97999999998
10,138925,False,False,False,True,False,False,True,False,False,False,False,696000,307560.0,388440.0,388440.0
19,125000,False,False,False,True,True,False,True,False,False,False,False,140000,116900.0,23100.0,23100.0
15,40000,False,False,False,True,True,False,True,False,True,False,False,500000,184956.245,315043.755,315043.755
19,100000,False,False,False,True,True,False,True,False,True,False,False,90000,124644.54040404037,-34644.54040404037,34644.54040404037
17,100000,True,False,False,False,True,False,False,False,True,False,False,355000,386600.0,-31600.0,31600.0
14,140000,True,False,False,False,True,False,True,False,False,False,False,120000,229640.0,-109640.0,109640.0
25,72539,False,False,False,True,True,False,True,False,True,False,False,45000,75685.42857142858,-30685.42857142858,30685.42857142858
19,90000,False,False,False,True,True,False,True,True,False,False,False,110000,95503.33333333334,14496.666666666657,14496.666666666657
10,30000,False,False,False,True,True,False,True,False,False,False,False,340000,284144.3070818072,55855.69291819283,55855.69291819283
11,120000,True,False,False,False,True,False,True,False,False,False,True,350000,522353.9464790765,-172353.94647907652,172353.94647907652
20,200000,True,False,False,False,True,False,True,False,False,False,True,229999,141587.43,88411.57,88411.57
9,20000,False,False,False,True,True,False,False,False,False,False,False,300000,587948.9609371021,-287948.9609371021,287948.9609371021
16,100000,True,False,False,False,True,False,True,False,False,False,True,310000,207482.14285714284,102517.85714285716,102517.85714285716
12,70000,False,False,False,True,True,False,True,False,True,False,False,210000,356649.16666666674,-146649.16666666674,146649.16666666674
11,55000,False,False,False,True,True,False,True,False,False,False,False,375000,208091.0,166909.0,166909.0
8,4400,False,False,False,True,True,False,True,False,True,False,False,400000,312749.9966666667,87250.0033333333,87250.0033333333
11,11918,False,False,False,True,False,True,True,False,False,False,False,625000,625000.0,0.0,0.0
12,100000,True,False,False,False,True,False,True,False,True,False,False,380000,537536.6883116883,-157536.68831168825,157536.68831168825
8,28635,False,False,False,True,False,False,True,False,False,False,False,1000000,374770.0,625230.0,625230.0
17,70000,False,False,False,True,True,False,True,True,False,False,False,120000,133021.58333333334,-13021.583333333343,13021.583333333343
18,35008,False,False,False,True,False,False,True,False,False,False,False,221000,217382.50000000003,3617.499999999971,3617.499999999971
14,92686,True,False,False,False,False,False,True,False,True,False,False,310000,338293.1666666666,-28293.166666666628,28293.166666666628
16,58850,False,False,False,True,False,False,True,False,False,False,False,75000,156846.61666666667,-81846.61666666667,81846.61666666667
14,15000,False,False,False,True,True,False,True,False,False,False,False,210000,256996.39666666667,-46996.39666666667,46996.39666666667
8,50000,True,False,False,False,True,False,True,False,False,False,False,780000,659236.1904761905,120763.80952380947,120763.80952380947
25,60000,False,False,False,True,True,False,True,False,False,False,True,65000,63526.66666666667,1473.3333333333285,1473.3333333333285
19,50000,False,False,False,True,True,False,True,False,True,False,False,123000,120639.16666666669,2360.833333333314,2360.833333333314
14,80000,True,False,False,False,True,False,True,False,True,False,False,285000,358061.5550625846,-73061.55506258458,73061.55506258458
14,40000,False,False,False,True,True,False,True,False,False,False,False,260000,297569.03761904757,-37569.037619047565,37569.037619047565
10,23000,False,False,False,True,False,False,True,False,False,False,False,550000,460659.94,89340.06,89340.06
16,186000,True,False,False,False,True,False,False,False,True,False,False,350000,398750.0,-48750.0,48750.0
8,26000,False,False,False,True,False,False,False,False,False,False,False,725000,649585.0,75415.0,75415.0
9,64000,True,False,False,False,False,False,True,False,False,False,False,751000,832088.888888889,-81088.88888888899,81088.88888888899
18,60000,False,False,False,True,True,False,True,True,False,False,False,155000,116120.87619047618,38879.12380952382,38879.12380952382
10,50000,True,False,False,False,True,False,True,False,False,False,False,575000,657821.3095238094,-82821.30952380935,82821.30952380935
7,50000,False,False,False,True,True,False,True,False,False,False,False,340000,330413.70851370855,9586.291486291448,9586.291486291448
17,50000,False,False,False,True,True,False,True,False,False,False,False,300000,279674.6031746032,20325.396825396805,20325.396825396805
18,100000,False,False,False,True,True,False,True,False,False,False,False,69000,102470.0,-33470.0,33470.0
14,120000,True,False,False,False,True,False,True,False,False,False,True,409999,531955.8694083695,-121956.86940836953,121956.86940836953
9,67000,True,False,False,False,True,False,True,False,False,False,False,650000,552217.7380952381,97782.2619047619,97782.2619047619
8,5000,False,False,False,True,True,False,True,False,False,False,False,900000,405488.5994509102,494511.4005490898,494511.4005490898
13,60000,True,False,False,False,True,False,True,False,True,False,False,500000,251275.28365079366,248724.71634920634,248724.71634920634
20,80000,False,False,False,True,True,False,True,False,False,False,True,75000,121075.0,-46075.0,46075.0
10,75000,True,False,False,False,False,False,True,False,False,False,False,919999,724569.98,195429.02000000002,195429.02000000002
7,35000,True,False,False,False,True,False,True,False,True,False,False,730000,758085.8266666665,-28085.826666666544,28085.826666666544
14,60000,True,False,False,False,True,False,True,False,False,False,False,600000,181983.27,418016.73,418016.73
8,40000,False,False,False,True,True,False,True,False,False,False,False,690000,394611.39682539686,295388.60317460314,295388.60317460314
8,12000,False,False,False,True,True,False,True,False,False,False,False,500000,499383.7466666667,616.2533333332976,616.2533333332976
11,11918,False,False,False,True,False,True,True,False,False,False,False,625000,625000.0,0.0,0.0
12,100000,True,False,False,False,True,False,True,False,True,False,False,500000,537536.6883116883,-37536.68831168825,37536.68831168825
20,110000,False,False,False,True,True,False,True,False,False,False,True,95000,99546.90476190476,-4546.904761904763,4546.904761904763
7,12586,False,False,False,True,False,False,True,False,False,False,False,700000,842683.29,-142683.29000000004,142683.29000000004
12,100000,False,False,False,True,True,False,True,False,False,False,False,250000,328735.7142857143,-78735.71428571432,78735.71428571432
14,110000,True,False,False,False,True,False,True,False,False,False,False,120000,220948.80189255186,-100948.80189255186,100948.80189255186
8,15000,True,False,False,False,True,False,True,False,False,False,False,615000,1053553.3333333335,-438553.3333333335,438553.3333333335
19,115000,False,False,False,True,False,False,True,False,True,False,False,190000,171306.52056277054,18693.479437229456,18693.479437229456
11,55250,True,False,False,False,True,False,True,False,False,False,False,399000,697739.9381666667,-298739.93816666666,298739.93816666666
16,110000,True,False,False,False,True,False,True,False,True,False,False,350000,328290.1847936508,21709.815206349187,21709.815206349187
16,110000,False,False,False,True,True,False,True,False,True,False,False,270000,163057.5,106942.5,106942.5
8,40000,False,False,False,True,True,False,True,False,False,False,False,800000,394611.39682539686,405388.60317460314,405388.60317460314
16,120000,True,False,False,False,True,False,True,False,False,False,True,325000,369964.2857142857,-44964.28571428568,44964.28571428568
12,42000,False,False,False,True,False,False,True,False,True,False,False,430000,323108.24333333335,106891.75666666665,106891.75666666665
13,90000,True,False,False,False,True,False,True,False,True,False,False,220000,293421.6638095238,-73421.6638095238,73421.6638095238
9,51000,False,False,False,True,False,False,True,False,False,False,False,350000,594883.5164835164,-244883.51648351643,244883.51648351643
17,44800,False,False,False,True,True,False,True,False,True,False,False,170000,160375.0,9625.0,9625.0
15,160000,True,False,False,False,True,False,True,False,True,False,False,229999,748200.0,-518201.0,518201.0
7,24000,False,False,False,True,True,False,True,False,False,False,False,556000,547281.6666666667,8718.333333333256,8718.333333333256
20,110000,False,False,False,True,True,False,True,False,False,False,False,80000,90312.14285714286,-10312.142857142855,10312.142857142855
9,46000,False,False,False,True,True,False,True,False,False,False,False,680000,270954.07407407404,409045.92592592596,409045.92592592596
